id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13005933,Gorgeous Spacious 3-bedroom Near the Lake & Dining,1587751,Laura,,Lake View,41.93433728373665,-87.64275264859371,Entire home/apt,225,3,2,2018-09-19,0.90,1,26
13014320,Loft Style Private Apt (1 Room- 420 Friendly),71816766,Josh,,Rogers Park,41.999202548947515,-87.67208803554352,Private room,35,1,147,2018-10-06,5.18,4,54
13015160,NEW ULTRA LUXURY MODERN Studio RIVER-NORTH LUXURY,3965428,Rob,,Near North Side,41.88968115233294,-87.63420735558412,Entire home/apt,125,30,4,2016-11-26,0.14,41,361
13020335,Handsome good looks in trendy Logan Square,64991970,Chris,,Logan Square,41.92528889915418,-87.71063058128291,Entire home/apt,179,2,81,2018-09-30,2.96,1,337
13033226,4 bed 2 bath in historic kenwood,40550713,Yonan,,Kenwood,41.81485129036453,-87.59779818566798,Entire home/apt,250,2,22,2018-09-28,0.76,3,171
13038318,Gorgeous Vintage Apartment on Historic Logan Blvd,66619585,Liz,,Logan Square,41.929340226217384,-87.7052561494999,Entire home/apt,250,2,5,2017-07-04,0.18,1,0
13041989,The Roosevelt Suite - Garden Studio,12605981,James And Dom,,South Lawndale,41.85383044781816,-87.6941212786662,Entire home/apt,90,2,170,2018-10-05,5.92,3,20
13042885,Cozy Bed In Top Floor Condo near DT,6452801,Idris,,Near West Side,41.87182338636558,-87.6712931221665,Shared room,143,2,14,2018-09-16,0.51,3,355
13042888,"Spacious, tasteful, safe, clean acco in Hyde Park",72144895,Yamuna,,Hyde Park,41.80065421100771,-87.58488196777498,Private room,69,1,73,2018-10-07,2.55,1,337
13047343,LUXURY 2 BEDROOM 2 BATHS VIEWS!!,55199486,EHousingChicago,,Near South Side,41.852095969488396,-87.62239570432267,Entire home/apt,200,30,1,2016-11-25,0.04,18,365
13049456,RIVER NORTH 1 BEDROOM MODERN POOL,3965428,Rob,,Near North Side,41.89410971328445,-87.63128821571796,Entire home/apt,157,60,2,2016-09-01,0.07,41,364
13055148,Sunny apartment over the park,34365707,Melissa,,Logan Square,41.921266665410606,-87.68647603637307,Private room,45,1,90,2018-09-25,3.12,2,47
13056839,Tree Top Condo in Wicker Park,72298154,David,,West Town,41.89979954340217,-87.67904569609054,Entire home/apt,139,28,21,2018-09-16,0.75,1,137
13063679,Beautifully furnished apartment / Lincoln Park,87231,Jeff And JoAnne,,Lincoln Park,41.922032260568,-87.64463560509247,Entire home/apt,105,1,98,2018-09-24,3.43,15,28
13064681,Cozy private room on Chicago's west side,21451629,Alison,,West Town,41.899428511435616,-87.69436467393993,Private room,44,1,105,2018-09-25,3.61,1,26
13065303,Historic Hyde Park Apartment,2006711,Amanda Jane,,Hyde Park,41.80184347427958,-87.59192324647643,Entire home/apt,650,3,4,2016-07-21,0.14,1,0
13066088,Logan Square Gem,72404211,Tess,,Logan Square,41.91966934936807,-87.70528384673342,Entire home/apt,85,2,85,2017-11-25,2.95,2,0
13066378,Private BDRM Business Study Vacation near the Lake,13374424,RaeGina,,South Shore,41.75435486640608,-87.56177254098259,Private room,59,28,3,2017-04-21,0.15,2,265
13075439,Vintage Apartment ABOVE A BAR!!,67794898,Isaac,,West Town,41.899196107251264,-87.68598822142704,Entire home/apt,85,2,178,2018-10-07,6.15,3,231
13075856,Stunning Chicago Home for 8,72470948,Tom,,West Town,41.91017705119516,-87.66656050101017,Entire home/apt,229,2,125,2018-10-08,4.41,4,340
13076417,"Historic home near lake, Loop, McCormick& Soldier",4133689,Brian,,Grand Boulevard,41.82196879991412,-87.61190063153147,Private room,68,2,16,2018-09-14,0.59,1,78
13076788,Bucktown Beauty - Private Room & Bathroom,54955,Val,,West Town,41.91179721078602,-87.67952180158967,Private room,75,1,57,2018-09-04,3.18,1,39
13077320,Michigan Ave Luxury Apartment in Prime Location,4384965,Tom & Jeff,,Near North Side,41.897474972931576,-87.62183299761568,Entire home/apt,110,30,0,,,19,357
13078943,Sunny Vintage Lincoln Park Apt-Best Location!,4400833,Jessica,,Lincoln Park,41.92459904619093,-87.64155425265822,Entire home/apt,150,2,74,2018-09-24,2.54,1,284
13079560,Lovely Studio with Responsible Host (Super-view),41507370,Jenny,,Near West Side,41.88156268015573,-87.6414489921896,Entire home/apt,119,2,119,2018-09-26,4.08,1,313
13082126,NEW Modern Sleek Fancy Location RIVER NORTH,4384965,Tom & Jeff,,Near North Side,41.88968614453301,-87.63393359855276,Entire home/apt,140,30,4,2018-08-03,0.14,19,364
13097527,Room in lofty Condo cozy & styled,61510402,Christophe,,Lower West Side,41.85915023561685,-87.64326726655145,Private room,85,2,28,2018-09-17,0.98,3,165
13098256,ArtHouse Logan Square 3BR,56917234,Lara,,Avondale,41.940304206546884,-87.72355234361326,Entire home/apt,109,2,76,2018-10-07,2.61,8,343
13098599,Traveler's Best: Modern 1Br East Village,3839278,Bao,,West Town,41.89916350115477,-87.67700212226518,Entire home/apt,119,3,18,2018-07-16,0.67,1,19
13100435,Spacious and inexpensive 1 bedroom (w/cats!),4516946,Benjamin,,Rogers Park,42.002448638775626,-87.66862018785078,Entire home/apt,30,4,0,,,1,0
13100876,Lakeview East Apartment,22497402,Nate,,Lake View,41.936282590615264,-87.645431389209,Entire home/apt,125,3,60,2018-09-24,2.08,1,131
13108080,Newly remodeled in kenwood,40550713,Yonan,,Kenwood,41.81659723482005,-87.59743254042421,Entire home/apt,250,3,5,2018-09-03,0.19,3,175
13124269,Sleek Vintage High-Rise Apartment,71516270,Diarmuid,,Lake View,41.93581645544571,-87.6409461359551,Entire home/apt,66,3,5,2018-04-09,0.46,1,0
13128883,Private Sunny Bedroom,14650054,Kevin,,Lower West Side,41.84897407370885,-87.67931164691353,Private room,41,14,30,2018-06-16,1.03,1,280
13139434,ARTISTIC WONDERLAND GARDEN-South Zen bedroom 1/3,73225809,Dennis,,Logan Square,41.92752971655745,-87.7260587731188,Private room,58,1,112,2018-08-29,3.88,3,354
13139438,Charming Lincoln Square Room,25132774,Kristina,,Lincoln Square,41.964356042722045,-87.6898256144783,Private room,46,1,23,2018-09-17,1.94,1,1
13140562,Giant Sunny 2 bedroom& huge kitchen walk 2 train .,10917550,Nicky,,East Garfield Park,41.88614439616514,-87.70354441637127,Entire home/apt,109,1,129,2018-09-25,4.44,13,332
13141600,Welcoming & Cozy  2/BDR & 1BA Condo,61828274,Monica,,South Shore,41.76365700842789,-87.59281776615946,Entire home/apt,92,2,105,2018-09-30,3.70,1,71
13148936,Webster Place,72457998,Jon,,Lincoln Park,41.92169484103564,-87.63849181806006,Entire home/apt,175,3,34,2018-06-17,1.21,1,297
13149571,"Turquoise Wonder - Clean, Cozy & Stylish Apt",6325338,Lesley,,West Town,41.89631818288278,-87.6919644127928,Entire home/apt,87,2,138,2018-10-08,4.79,1,324
13150401,Spacious well-styled unit filled with sunlight!,73361372,Igors,,West Town,41.900166250749486,-87.69662957960801,Entire home/apt,145,2,54,2018-09-18,1.89,1,346
13155002,Heart of River North: Near Nightlife & Shopping,73422656,Nicole And Evan,,Near North Side,41.89499423591025,-87.6342200904545,Entire home/apt,149,2,149,2018-10-04,5.57,1,34
13155027,4BD/3.5BA Hyde Park/N. Kenwood home that sleeps 8!,73423516,Nicole,,Kenwood,41.815062970624005,-87.59794627175583,Entire home/apt,540,2,29,2018-09-16,1.16,1,334
13165391,"The Spartan - Downtown, Chicago (Long Term)",1455833,Kirill,,Near North Side,41.905922729313076,-87.63063815098722,Entire home/apt,49,31,113,2018-09-26,4.00,2,120
13165625,LUXURY STAY IN CHICAGO DOWNTOWN River North,49626033,Roma,,Near North Side,41.888463572477356,-87.63447812558216,Entire home/apt,135,30,1,2018-06-21,0.27,19,365
13168753,Clean Private Bedroom & Bath in safe neighborhood,73574318,Mai,,West Ridge,41.98320642162586,-87.6899339576615,Private room,51,2,37,2018-05-25,1.30,1,0
13172868,"Cozy Junior Apartment Near Downtown, Blue Line",73611116,Art,,West Town,41.89878167468086,-87.6563984607494,Entire home/apt,80,1,166,2018-09-24,7.85,1,75
13175429,Hidden Edgewater Gem! 3BR (+Parking),9094538,Nicole,,Edgewater,41.987605627250495,-87.66181359795861,Entire home/apt,129,1,52,2018-09-24,1.81,18,75
13184099,Cozy garden loft in Wicker Park,20733232,Robert,,West Town,41.90730771156273,-87.66733386948738,Entire home/apt,145,1,93,2018-09-26,3.23,1,2
13189052,"Premier Boystown Wrigleyville Lakeview Flat, 2A",5001717,Amy & David,,Lake View,41.945394555772836,-87.64853583425847,Entire home/apt,175,2,146,2018-10-04,5.13,2,314
13192068,The Great Wicker Park Loft,1394351,Ty,,West Town,41.91089253545634,-87.67595204949905,Entire home/apt,215,30,5,2017-07-31,0.21,1,0
13192535,ARTISTIC WONDERLAND GARDEN North Tower bedroom 1/3,73225809,Dennis,,Logan Square,41.92852860602597,-87.72627462604493,Private room,58,1,99,2018-09-23,3.45,3,350
13200818,ARTISTIC WONDERLAND GARDEN- Twin-1 bedrm out of 3,73225809,Dennis,,Logan Square,41.92744987248729,-87.72460382077018,Private room,38,1,102,2018-09-20,3.53,3,359
13201396,Great place for family/friends in Chicago summer!,38107745,Aaron,,Logan Square,41.9207641733926,-87.71504864892947,Private room,109,2,3,2016-07-17,0.11,1,0
13205596,ATTN TRAVELERS: ~ Top Floor All Yours!,47345332,Michelle,,Grand Boulevard,41.81172768576618,-87.61483443049077,Private room,80,1,15,2017-06-05,0.52,1,0
13206046,2 BR Duplex close to subway and 606,5878139,Niren,,Logan Square,41.91541782098546,-87.68806991951563,Entire home/apt,150,12,2,2016-06-13,0.07,2,57
13206894,Legendary Store Front Apartment in Wicker Park,34962627,Tony,,West Town,41.909126059802766,-87.68600461127886,Entire home/apt,75,1,6,2016-10-24,0.21,2,363
13207526,The Wrigley Flats | Chicago Vacation Rental,70042764,Tara,,Lake View,41.94490711850586,-87.65450180060617,Entire home/apt,299,3,10,2017-08-14,0.37,2,361
13207604,"Wicker Park, North & Ashland Penthouse Condo",17568273,Neal,,West Town,41.909246052855714,-87.66550218396281,Private room,110,3,7,2017-10-24,0.25,1,0
13207952,Huge Apartment. 2 Beds. Near the El & Free Parking,74025559,Genevieve,,Bridgeport,41.8377051063588,-87.66099328420913,Entire home/apt,119,2,159,2018-09-26,5.59,2,335
13209954,Bright Apartment in Perfect Hyde Park Location,10845941,Alice,,Kenwood,41.80329379650186,-87.58702923365443,Entire home/apt,70,1,8,2017-09-17,0.28,1,0
13218606,"Queen Bed, TV, WiFi, Hot Tub, Laundry, WorkTable",74134350,Muzzammil,,West Ridge,41.998707592896956,-87.70362774186167,Private room,25,30,37,2018-07-31,1.32,1,345
13219793,"1BR, 3rd fl walkup, near Boystown & Wrigley",74157338,Clint,,Lake View,41.95013897581627,-87.64699968692301,Entire home/apt,89,1,28,2018-09-23,1.02,1,4
13222117,Sunny-Open Condo-Red line-Loyola University-Lake,11201446,Edward,,Edgewater,41.98794023854651,-87.6566937424513,Entire home/apt,109,3,46,2018-10-08,1.61,1,87
13226056,Only 06/20-06/24 is available.  After08/25 is free,56533426,Li,,Bridgeport,41.84077111532668,-87.64955682508922,Private room,23,1,35,2018-09-12,1.22,3,347
13230231,Private Room with a Great Location,49229254,Jim,,West Elsdon,41.790875278865315,-87.73739338182256,Private room,29,1,42,2018-09-09,1.57,1,232
13235782,Modern 3 Bedroom 2 Bath - BEST Location in Chi,2496361,Matt,,Lake View,41.93456365997076,-87.64691038089823,Entire home/apt,180,3,38,2018-09-13,1.36,10,346
13236053,CLARK & DIVERSEY - Lincoln Park 4 Bed - SLEEPS 10,2496361,Matt,,Lake View,41.93498612731743,-87.64673459147797,Entire home/apt,221,3,24,2018-09-13,0.85,10,327
13236524,Modern Apartment in Historic Greystone Home,74336231,Caitlin,,Lincoln Park,41.92776057170136,-87.66047611900129,Entire home/apt,120,2,159,2018-09-27,5.80,1,83
13236930,Gold Coast Downtown entire place,16479196,Marco,,Near North Side,41.906017253505055,-87.6289812846201,Entire home/apt,99,2,1,2016-06-11,0.04,6,8
13237467,Guest Suite in Historic Bungalow District,12862998,Julianne,,Albany Park,41.97316373275435,-87.73374419799836,Private room,55,1,13,2016-12-16,0.45,1,0
13247627,Revisit your youth in (2) cozy bunkbeds,36549783,Jeffrey,,Irving Park,41.96191930101784,-87.73576459067468,Private room,40,2,12,2018-10-09,0.42,12,270
13247748,3B/3B Spacious SuperLux Sky Loft @ Navy Pier,37190789,Jason,,Near North Side,41.89403446154432,-87.6224115246678,Entire home/apt,274,3,78,2018-10-02,2.73,4,114
13258544,Tranquil sunny flat in heart of Wicker Park!,74618473,Jeremy,,West Town,41.911928221948955,-87.67680929331458,Private room,60,3,32,2018-02-08,1.12,1,0
13277518,"Private, well-equipped Roscoe Village accomodation",23786589,Sean,,North Center,41.93986500297533,-87.68365496029955,Private room,180,1,0,,,1,0
